Date : 2020-10-03 22:56:00
Directory : x:\Programming\Python\Capsian-Engine
Total : 601 files,  158767 codes, 61008 comments, 32234 blanks, all 252009 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\requests\adapters.py                                   | Python     |        281 |        175 |         78 |        534 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\requests\api.py                                        | Python     |         28 |        104 |         27 |        159 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\requests\auth.py                                       | Python     |        200 |         48 |         58 |        306 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\requests\certs.py                                      | Python     |          3 |         13 |          3 |         19 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\requests\compat.py                                     | Python     |         36 |         24 |         15 |         75 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\requests\cookies.py                                    | Python     |        280 |        187 |         83 |        550 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\requests\exceptions.py                                 | Python     |         35 |         42 |         50 |        127 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\requests\help.py                                       | Python     |         88 |         13 |         19 |        120 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\requests\hooks.py                                      | Python     |         14 |         14 |          7 |         35 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\requests\models.py                                     | Python     |        517 |        274 |        163 |        954 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\requests\packages.py                                   | Python     |          8 |          5 |          4 |         17 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\requests\sessions.py                                   | Python     |        353 |        279 |        139 |        771 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\requests\status_codes.py                               | Python     |         88 |         20 |         13 |        121 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\requests\structures.py                                 | Python     |         43 |         39 |         22 |        104 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\requests\utils.py                                      | Python     |        498 |        308 |        172 |        978 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\retrying.py                                            | Python     |        162 |         50 |         56 |        268 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\six.py                                                 | Python     |        652 |        127 |        174 |        953 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\__init__.py                                    | Python     |         53 |         23 |         17 |         93 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\_collections.py                                | Python     |        194 |         80 |         56 |        330 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\connection.py                                  | Python     |        235 |         92 |         65 |        392 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\connectionpool.py                              | Python     |        410 |        361 |        126 |        897 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\contrib\__init__.py                            | Python     |          0 |          0 |          1 |          1 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\contrib\_appengine_environ.py                  | Python     |         16 |          3 |         12 |         31 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\__init__.py           | Python     |          0 |          0 |          1 |          1 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\bindings.py           | Python     |        464 |         42 |         88 |        594 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\contrib\_securetransport\low_level.py          | Python     |        187 |        109 |         51 |        347 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\contrib\appengine.py                           | Python     |        175 |         68 |         47 |        290 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\contrib\ntlmpool.py                            | Python     |         74 |         20 |         18 |        112 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\contrib\pyopenssl.py                           | Python     |        295 |         96 |         76 |        467 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\contrib\securetransport.py                     | Python     |        484 |        209 |        112 |        805 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\contrib\socks.py                               | Python     |        125 |         39 |         29 |        193 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\exceptions.py                                  | Python     |        128 |         37 |         82 |        247 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\fields.py                                      | Python     |         78 |         81 |         20 |        179 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\filepost.py                                    | Python     |         46 |         31 |         22 |         99 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\packages\__init__.py                           | Python     |          3 |          0 |          3 |          6 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\packages\backports\__init__.py                 | Python     |          0 |          0 |          1 |          1 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\packages\backports\makefile.py                 | Python     |         39 |         11 |          4 |         54 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\packages\six.py                                | Python     |        615 |         88 |        166 |        869 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\packages\ssl_match_hostname\__init__.py        | Python     |         11 |          5 |          4 |         20 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\packages\ssl_match_hostname\_implementation.py | Python     |         84 |         53 |         20 |        157 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\poolmanager.py                                 | Python     |        210 |        169 |         72 |        451 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\request.py                                     | Python     |         52 |         76 |         23 |        151 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\response.py                                    | Python     |        397 |        206 |        103 |        706 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\util\__init__.py                               | Python     |         51 |          1 |          3 |         55 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\util\connection.py                             | Python     |         67 |         42 |         26 |        135 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\util\queue.py                                  | Python     |         14 |          1 |          7 |         22 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\util\request.py                                | Python     |         53 |         50 |         16 |        119 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\util\response.py                               | Python     |         36 |         35 |         17 |         88 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\util\retry.py                                  | Python     |        184 |        169 |         59 |        412 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\util\ssl_.py                                   | Python     |        203 |        120 |         59 |        382 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\util\timeout.py                                | Python     |         76 |        144 |         23 |        243 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\util\url.py                                    | Python     |        110 |         79 |         42 |        231 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\urllib3\util\wait.py                                   | Python     |         83 |         44 |         24 |        151 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\webencodings\__init__.py                               | Python     |        126 |        173 |         44 |        343 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\webencodings\labels.py                                 | Python     |        216 |         13 |          3 |        232 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\webencodings\mklabels.py                               | Python     |         26 |         24 |         10 |         60 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\webencodings\tests.py                                  | Python     |        116 |         13 |         25 |        154 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pip\_vendor\webencodings\x_user_defined.py                         | Python     |        285 |         18 |         23 |        326 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\__init__.py                                          | Python     |      1,804 |        877 |        556 |      3,237 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\_vendor\__init__.py                                  | Python     |          0 |          0 |          1 |          1 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\_vendor\appdirs.py                                   | Python     |        306 |        240 |         63 |        609 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\_vendor\packaging\__about__.py                       | Python     |         13 |          3 |          6 |         22 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\_vendor\packaging\__init__.py                        | Python     |          9 |          3 |          3 |         15 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\_vendor\packaging\_compat.py                         | Python     |         13 |         10 |          8 |         31 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\_vendor\packaging\_structures.py                     | Python     |         41 |          3 |         25 |         69 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\_vendor\packaging\markers.py                         | Python     |        202 |         25 |         75 |        302 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\_vendor\packaging\requirements.py                    | Python     |         80 |         16 |         32 |        128 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py                      | Python     |        375 |        262 |        138 |        775 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\_vendor\packaging\utils.py                           | Python     |          5 |          4 |          6 |         15 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\_vendor\packaging\version.py                         | Python     |        212 |         95 |         87 |        394 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\_vendor\pyparsing.py                                 | Python     |      2,835 |      2,367 |        541 |      5,743 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\_vendor\six.py                                       | Python     |        615 |         88 |        166 |        869 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\extern\__init__.py                                   | Python     |         42 |         22 |         10 |         74 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pkg_resources\py31compat.py                                        | Python     |         15 |          3 |          6 |         24 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\__init__.py                                                 | Python     |        223 |        133 |         51 |        407 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\app\__init__.py                                             | Python     |         23 |         93 |         18 |        134 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\app\base.py                                                 | Python     |        111 |        195 |         42 |        348 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\app\cocoa.py                                                | Python     |        105 |         61 |         29 |        195 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\app\win32.py                                                | Python     |         76 |         42 |         26 |        144 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\app\xlib.py                                                 | Python     |         48 |         55 |         22 |        125 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\canvas\__init__.py                                          | Python     |         24 |         77 |         12 |        113 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\canvas\base.py                                              | Python     |         89 |        246 |         33 |        368 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\canvas\cocoa.py                                             | Python     |         73 |         61 |         28 |        162 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\canvas\win32.py                                             | Python     |         81 |         35 |         23 |        139 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\canvas\xlib.py                                              | Python     |        188 |         56 |         58 |        302 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\canvas\xlib_vidmoderestore.py                               | Python     |        105 |         67 |         36 |        208 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\clock.py                                                    | Python     |        192 |        475 |         84 |        751 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\com.py                                                      | Python     |         80 |         76 |         40 |        196 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\event.py                                                    | Python     |        176 |        420 |         45 |        641 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\extlibs\__init__.py                                         | Python     |          0 |         39 |          2 |         41 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\extlibs\png.py                                              | Python     |      1,400 |      1,047 |        244 |      2,691 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\font\__init__.py                                            | Python     |         59 |        111 |         26 |        196 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\font\base.py                                                | Python     |        181 |        209 |         59 |        449 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\font\fontconfig.py                                          | Python     |        268 |         40 |         89 |        397 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\font\freetype.py                                            | Python     |        239 |         60 |         62 |        361 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\font\freetype_lib.py                                        | Python     |        445 |         37 |        112 |        594 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\font\quartz.py                                              | Python     |        154 |         87 |         45 |        286 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\font\ttf.py                                                 | Python     |        400 |        178 |         60 |        638 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\font\win32.py                                               | Python     |        373 |         92 |         96 |        561 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\font\win32query.py                                          | Python     |        209 |        269 |         88 |        566 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\__init__.py                                              | Python     |         84 |        112 |         48 |        244 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\agl.py                                                   | Python     |        306 |         85 |         59 |        450 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\base.py                                                  | Python     |        151 |        226 |         44 |        421 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\cocoa.py                                                 | Python     |        185 |         95 |         48 |        328 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\eglcontext.py                                            | Python     |         49 |          9 |         16 |         74 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\gl.py                                                    | Python     |      1,704 |        498 |        469 |      2,671 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\gl_info.py                                               | Python     |         72 |        117 |         21 |        210 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\glext_arb.py                                             | Python     |     11,325 |      2,893 |      1,994 |     16,212 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\glext_nv.py                                              | Python     |      8,052 |      2,055 |      1,413 |     11,520 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\glu.py                                                   | Python     |        337 |        102 |         77 |        516 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\glu_info.py                                              | Python     |         41 |        105 |         15 |        161 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\glx.py                                                   | Python     |        348 |        200 |         76 |        624 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\glx_info.py                                              | Python     |         67 |         57 |         25 |        149 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\glxext_arb.py                                            | Python     |        660 |        232 |         97 |        989 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\glxext_mesa.py                                           | Python     |          3 |         37 |          4 |         44 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\glxext_nv.py                                             | Python     |        554 |        191 |         91 |        836 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\lib.py                                                   | Python     |         82 |         40 |         28 |        150 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\lib_agl.py                                               | Python     |         25 |         34 |         11 |         70 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\lib_glx.py                                               | Python     |         41 |         36 |         14 |         91 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\lib_wgl.py                                               | Python     |        100 |         38 |         27 |        165 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\wgl.py                                                   | Python     |        275 |         63 |         36 |        374 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\wgl_info.py                                              | Python     |         24 |         37 |         13 |         74 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\wglext_arb.py                                            | Python     |        707 |        209 |        108 |      1,024 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\wglext_nv.py                                             | Python     |        625 |        188 |         97 |        910 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\win32.py                                                 | Python     |        191 |         51 |         50 |        292 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\gl\xlib.py                                                  | Python     |        275 |         49 |         82 |        406 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\graphics\__init__.py                                        | Python     |        261 |        399 |         93 |        753 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\graphics\allocation.py                                      | Python     |        130 |        224 |         47 |        401 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\graphics\vertexattribute.py                                 | Python     |        229 |        242 |         81 |        552 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\graphics\vertexbuffer.py                                    | Python     |        264 |        244 |         90 |        598 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\graphics\vertexdomain.py                                    | Python     |        495 |        255 |        100 |        850 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\image\__init__.py                                           | Python     |      1,206 |        851 |        299 |      2,356 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\image\animation.py                                          | Python     |         32 |        166 |         17 |        215 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\image\atlas.py                                              | Python     |         74 |        176 |         30 |        280 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\image\codecs\__init__.py                                    | Python     |        125 |         97 |         38 |        260 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\image\codecs\bmp.py                                         | Python     |        266 |         46 |         46 |        358 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\image\codecs\dds.py                                         | Python     |        139 |         42 |         41 |        222 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\image\codecs\gdiplus.py                                     | Python     |        235 |         49 |         60 |        344 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\image\codecs\gdkpixbuf2.py                                  | Python     |        213 |         52 |         65 |        330 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\image\codecs\gif.py                                         | Python     |         88 |         55 |         35 |        178 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\image\codecs\pil.py                                         | Python     |         51 |         75 |         24 |        150 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\image\codecs\png.py                                         | Python     |         54 |         36 |         22 |        112 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\image\codecs\quartz.py                                      | Python     |         67 |         47 |         27 |        141 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\image\codecs\s3tc.py                                        | Python     |        277 |         58 |         56 |        391 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\image\codecs\wic.py                                         | Python     |        327 |         21 |         71 |        419 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\info.py                                                     | Python     |        155 |         53 |         39 |        247 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\input\__init__.py                                           | Python     |         31 |        130 |         13 |        174 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\input\base.py                                               | Python     |        229 |        425 |         94 |        748 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\input\darwin_hid.py                                         | Python     |        451 |         87 |        128 |        666 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\input\directinput.py                                        | Python     |        163 |         39 |         48 |        250 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\input\evdev.py                                              | Python     |        266 |         39 |         83 |        388 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\input\evdev_constants.py                                    | Python     |        525 |         45 |         43 |        613 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\input\wintab.py                                             | Python     |        144 |         47 |         66 |        257 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\input\x11_xinput.py                                         | Python     |        246 |         51 |         83 |        380 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\input\x11_xinput_tablet.py                                  | Python     |         65 |         37 |         25 |        127 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\lib.py                                                      | Python     |        213 |         79 |         70 |        362 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\__init__.py                                            | Python     |          0 |          0 |          2 |          2 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\darwin\__init__.py                                     | Python     |          1 |         34 |          2 |         37 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\darwin\cocoapy\__init__.py                             | Python     |          5 |         30 |          3 |         38 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\darwin\cocoapy\cocoalibs.py                            | Python     |        363 |         47 |        139 |        549 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\darwin\cocoapy\cocoatypes.py                           | Python     |         57 |          9 |         20 |         86 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\darwin\cocoapy\runtime.py                              | Python     |        617 |        400 |        186 |      1,203 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\darwin\quartzkey.py                                    | Python     |        250 |         44 |          6 |        300 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\win32\__init__.py                                      | Python     |        242 |         41 |         20 |        303 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\win32\constants.py                                     | Python     |      4,791 |        173 |        106 |      5,070 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\win32\dinput.py                                        | Python     |        343 |         38 |         51 |        432 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\win32\libwintab.py                                     | Python     |        288 |         51 |         35 |        374 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\win32\types.py                                         | Python     |        360 |         46 |         75 |        481 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\win32\winkey.py                                        | Python     |        140 |         87 |          6 |        233 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\x11\__init__.py                                        | Python     |          0 |          0 |          2 |          2 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\x11\cursorfont.py                                      | Python     |         78 |         35 |          3 |        116 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\x11\xf86vmode.py                                       | Python     |        271 |         69 |         39 |        379 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\x11\xinerama.py                                        | Python     |         44 |         51 |         15 |        110 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\x11\xinput.py                                          | Python     |      1,491 |         89 |        117 |      1,697 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\x11\xlib.py                                            | Python     |      4,493 |        535 |        620 |      5,648 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\libs\x11\xsync.py                                           | Python     |        335 |         84 |         51 |        470 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\media\__init__.py                                           | Python     |         34 |         99 |         11 |        144 |
| x:\Programming\Python\Capsian-Engine\venv\Windows\Lib\site-packages\pyglet\media\buffered_logger.py                                    | Python     |         25 |         41 |         12 |         78 |
